material,lattice_constant,bulk_modulus,cohesive_energy,A_r_s,A_r_val,A_r_s_1,A_r_val_1,A_Z,A_eps_H,A_eps_L,A_EA,A_IP,A_EN,n_A,n_B,B_r_s,B_r_val,B_r_s_1,B_r_val_1,B_Z,B_eps_H,B_eps_L,B_EA,B_IP,B_EN
KSnO3,4.09694391,0.810106857261,5.54017961820064,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
KTaO3,3.98411233,1.26059303516,8.17838871839631,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
KTcO3,3.86080116,1.28681605853,7.31023820299888,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
KTiO3,3.908575,0.991615254838,7.11634490203942,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
KVO3,3.77880832,1.18811696789,7.33606150962005,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
KWO3,3.91601511,1.37086082256,8.01109229299182,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
KZnO3,3.91706963,0.624375575435,4.15790397717938,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
KZrO3,4.16584379,0.876360883648,7.39774784280162,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
LaAgO3,4.03459923,1.02722553445,6.41611058020208,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
LaAlO3,3.77092979,1.29887219559,8.42188981540203,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
LaBiO3,4.39936525,0.743437337946,6.70669981400424,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
LaCdO3,4.10251059,0.929621283197,6.18864592360624,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
LaCoO3,3.76041419,1.37410964246,8.04390163699718,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
LaCrO3,3.79600603,1.39022949667,8.83657493360006,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
LaCuO3,3.81748168,1.19779877364,7.11495334820065,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
LaFeO3,3.76251064,1.39257547665,8.34690856280649,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
LaGaO3,3.86376376,1.2142719801,7.58583784199873,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
LaGeO3,3.93679516,0.765386338646,7.44550812960224,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
LaMnO3,3.77272201,1.405850625,8.6141626188044,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
LaMoO3,3.96338598,1.32322990508,8.98421970679774,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
LaNbO3,4.02039421,1.26005910441,9.11180276039813,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
LaNiO3,3.77857393,1.30938381162,7.69374692100391,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
LaPbO3,4.30330254,0.632874845189,6.61529768641049,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
LaPdO3,3.97123432,1.17792753583,6.95332418299804,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
LaPtO3,4.02301711,1.19801393255,7.27237934540899,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
LaRhO3,3.92848047,1.29048409774,7.61415741479432,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
LaRuO3,3.92180985,1.33727157782,8.18789714800078,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
LaSbO3,4.25388264,0.768819990442,6.91422025919601,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
LaSnO3,4.13836897,0.977877192013,7.12685675439716,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
LaTaO3,4.01651859,1.32851820812,9.11595767580147,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
LaTcO3,3.93475217,1.32669586804,8.65503649540187,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
LaTiO3,3.90523668,1.25337873469,8.92824127380227,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
LaVO3,3.83305414,1.36047596782,8.98858348039503,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
LaWO3,3.96811461,1.39477054394,9.00094103240117,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
LaZnO3,3.86495779,1.10582125425,6.71391573660221,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
LaZrO3,4.12306687,1.10983898802,8.90968332280172,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
LiAgO3,3.96964595,0.673506193023,4.13837623999862,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
LiAlO3,3.66403698,0.880583662151,6.01485992554008,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
LiBiO3,4.13789387,0.720729372006,5.29554012521112,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
LiCdO3,4.08506516,0.513087257444,3.86136374639755,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
LiCoO3,3.61257232,0.967446069198,5.84015422372031,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
LiCrO3,3.62100045,1.30576118423,7.2662061390809,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
LiCuO3,3.6900543,0.854121029593,4.72888491519989,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
LiFeO3,3.59300666,1.20627961203,6.38167222748016,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
LiGaO3,3.81238997,0.791634050822,5.12772608718078,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
LiGeO3,3.69079412,1.07900496724,5.83963518141973,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
LiMnO3,3.58787741,1.29401837227,6.89656490581911,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
LiMoO3,3.8426872,1.32452150395,7.85935058339965,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
LiNbO3,3.92523357,1.22780889389,8.05664515900135,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
LiNiO3,3.65815212,0.922698814563,5.31395175235957,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
LiPbO3,4.21236483,0.546268093419,4.90046795921808,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
LiPdO3,3.88078802,0.791019619595,4.7248532965983,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
LiPtO3,3.87923347,0.913943504857,5.32873626320797,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
LiRhO3,3.80777702,1.10905112874,5.6860166835977,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
LiRuO3,3.78556423,0.968656057601,6.59512902139977,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
LiSbO3,3.90728111,1.02701524316,5.83654150680231,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
LiSnO3,4.02669195,0.858961985027,5.55301044500375,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
LiTaO3,3.92649555,1.29698529686,8.22547853599244,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
LiTcO3,3.79132549,1.34745430331,7.39026201519882,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
LiTiO3,3.81917965,1.02696403515,7.20845395948054,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
LiVO3,3.68182602,1.26259256646,7.48788039690044,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
LiWO3,3.85839397,1.41733772956,8.06788170538784,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
LiZnO3,3.78283046,0.687968957161,4.23872408160096,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
LiZrO3,4.11055459,0.892645484993,7.38009352700028,1.67295,1.67295,1.49435,1.49435,3,-2.74798997735999,-2.74798997735999,-0.38382195623771,5.17795258504019,2.39706531440124,1,5,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
MgAgO3,3.92354224,0.917471243036,4.50801819060289,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
MgAlO3,3.64295074,1.08938353656,6.49046552803957,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
MgBiO3,4.24706318,0.805681932253,5.24356505941541,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
MgCdO3,4.02483636,0.590259728872,4.18119847220078,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
MgCoO3,3.61839994,1.28917592642,6.19606661801954,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
MgCrO3,3.65608889,1.37407340745,7.34683872099922,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
MgCuO3,3.67591014,0.974036040712,5.1603468269197,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
MgFeO3,3.62358969,1.32394330401,6.61202863162034,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
MgGaO3,3.78071051,0.98827256106,5.56271934644028,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
MgGeO3,3.6855936,1.2538341293,6.18672097239905,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
MgMnO3,3.62983145,1.3892035291,7.00619039265948,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
MgMoO3,3.88339065,1.32248166941,7.61986127120035,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
MgNbO3,3.96109833,1.22885813231,7.76595977480174,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
MgNiO3,3.64624292,1.10238286139,5.72842838299985,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
MgPbO3,4.16604541,0.808891676093,5.11586280680203,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
MgPdO3,3.86146284,0.973748506744,5.01484437500185,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
MgPtO3,3.89026732,1.18951853136,5.48437508720381,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
MgRhO3,3.83735704,1.20256998256,5.80699328959745,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
MgRuO3,3.8282354,1.29918550249,6.53730102799891,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
MgSbO3,4.05767217,0.627380442864,5.59936900100147,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
MgSnO3,3.98968039,1.03543421432,5.82786309740331,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
MgTaO3,3.96226722,1.28376047789,7.85859300379816,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
